,DATE,TOTAL PRECIPITATION
1383,1384,711.9000000000001
1384,1385,913.9
1385,1386,1541.9
1386,1387,2426.4
1387,1388,2071.7000000000003
1388,1389,479.1
1389,1390,24.5
1390,1391,35.6
1391,1392,118.5
1392,1393,2214.6
1393,1394,818.9
1394,1395,715.2
1395,1396,1857.9
1396,1397,580.1
1397,1398,1641.1000000000001
1398,1399,1788.1000000000001
1399,1400,1448.4999999999998
1400,1401,873.3
1401,1402,17.1
1402,1403,423.70000000000005
1403,1404,414.70000000000005
1404,1405,82.3
1405,1406,673.7
1406,1407,487.6
1407,1408,1201.3999999999999
1408,1409,554.5
1409,1410,1273.1000000000001
1410,1411,2443.1
1411,1412,1689.1
1412,1413,1043.6
1413,1414,273.6
1414,1415,540.7
1415,1416,159.10000000000002
1416,1417,1154.9
1417,1418,2282.2999999999997
1418,1419,811.4
1419,1420,1565.6999999999998
1420,1421,607.0999999999999
1421,1422,1090.0
1422,1423,2539.2
1423,1424,2010.6
1424,1425,817.2
1425,1426,639.2
1426,1427,605.0999999999999
1427,1428,638.5999999999999
